Rank,Name,Country,Sector,Absolute Growth Rate,Compound Annual Growth Rate,Revenue 2017,Employees 2017,Founded,Revenue 2018,Revenue 2015,Employees 2018,Revenue 2019,Revenue 2016,Employees 2019,Employees 2016,Revenue 2020,Employees 2020,Revenue 2021,Employees 2021,Revenue 2022,Employees 2022,Year
50,Tutlo,Poland,Education,"2,087.98",179.69,"388,565",15,2016,,,,,,,,"7,778,203",140,,,,,2022
51,Ponera,France,Ecommerce,"2,082.38",179.45,"1,186,853",4,2013,,,,,,,,"25,901,607",27,,,,,2022
52,Active Energy Solutions,Greece,Energy,"1,979.82",175.01,"640,056",0,2014,,,,,,,,"13,312,033",2,,,,,2022
53,ACTEAM ENR,France,Energy,"1,966.73",174.43,"103,240",2,2012,,,,,,,,"2,133,691",8,,,,,2022
54,Everflow,UK,Technology,"1,928.53",172.73,"3,188,715",8,2015,,,,,,,,"64,223,085",70,,,,,2022
55,Azure Prism,UK,Retail,"1,909.48",171.87,"238,216",1,2016,,,,,,,,"4,752,777",1,,,,,2022
56,WR Logistics,Germany,Transport,"1,892.58",171.11,"585,280",2,2017,,,,,,,,"11,662,200",7,,,,,2022
57,iProov,UK,Technology,"1,889.07",170.95,"376,519",14,2011,,,,,,,,"7,435,887",61,,,,,2022
58,Spin Up,Italy,Advertising,"1,865.84",169.89,"203,950",1,2017,,,,,,,,"4,009,330",5,,,,,2022
59,BeGreat,Germany,Retail,"1,803.65",167.01,"270,090",4,2012,,,,,,,,"5,141,555",16,,,,,2022
60,Tsunami Nutrition*,Italy,Ecommerce,"1,782.11",166.00,"369,000",2,2017,,,,,,,,"6,945,000",17,,,,,2022
61,Matt Sleeps,The Netherlands,Interiors,"1,729.53",163.50,"535,070",2,2016,,,,,,,,"9,789,240",6,,,,,2022
62,Tessian,UK,Technology,"1,702.70",162.21,"858,482",28,2013,,,,,,,,"15,365,580",138,,,,,2022
63,Solarisbank,Germany,Financial Services,"1,690.63",161.62,"2,007,000",98,2016,,,,,,,,"35,938,000",369,,,,,2022
64,M2DG (MyFlexoffice),France,Support Services,"1,666.64",160.45,"375,323",2,2016,,,,,,,,"6,630,617",21,,,,,2022
65,Eukon,Italy,Health,"1,664.65",160.35,"362,320",2,2004,,,,,,,,"6,393,680",11,,,,,2022
66,Evolution Adv,Italy,Advertising,"1,659.07",160.07,"805,870",3,2016,,,,,,,,"14,175,780",13,,,,,2022
67,Making Science,Spain,Technology,"1,644.00",159.33,"3,306,795",47,2001,,,,,,,,"57,670,541",274,,,,,2022
68,Everli,Italy,Ecommerce,"1,637.55",159.01,"6,287,460",45,2014,,,,,,,,"109,248,030",207,,,,,2022
69,AppFollow,Finland,Technology,"1,624.69",158.37,"128,176",12,2014,,,,,,,,"2,210,636",73,,,,,2022
70,Synerise,Poland,Technology,"1,613.70",157.82,"255,062",40,2013,,,,,,,,"3,999,023",190,,,,,2022
71,ChaiKola,Poland,Food & Beverage,"1,604.74",157.37,"330,763",4,2010,,,,,,,,"5,158,786",8,,,,,2022
72,Scolution,Germany,Technology,"1,598.31",157.04,"107,492",4,2015,,,,,,,,"1,825,546",12,,,,,2022
73,JL&P,France,Energy,"1,586.90",156.47,"131,164",3,2017,,,,,,,,"2,212,606",15,,,,,2022
74,eFarma.com,Italy,Pharmaceuticals,"1,579.82",156.11,"1,199,580",8,2017,,,,,,,,"20,150,800",50,,,,,2022
75,Elvie,UK,Technology,"1,561.33",155.16,"2,474,341",22,2013,,,,,,,,"40,813,930",138,,,,,2022
76,Farmarelax,Italy,Personal & Household Goods,"1,546.97",154.43,"270,750",1,2010,,,,,,,,"4,459,170",5,,,,,2022
77,Omnisend,UK,Technology,"1,494.85",151.71,"742,746",20,2008,,,,,,,,"11,761,268",99,,,,,2022
78,World Trade Group,Italy,Fashion,"1,459.11",149.82,"314,150",1,2017,,,,,,,,"4,897,950",5,,,,,2022
79,BESTEAM Conseil,France,Technology,"1,453.83",149.54,"249,176",2,2016,,,,,,,,"3,871,782",32,,,,,2022
80,Motorway,UK,Automobiles,"1,420.90",147.76,"320,411",5,2016,,,,,,,,"4,838,407",96,,,,,2022
81,ISO Public Services,Germany,Technology,"1,389.24",146.03,"672,821",0,2014,,,,,,,,"10,019,903",26,,,,,2022
82,Octopus Energy,UK,Energy,"1,368.58",144.89,"145,398,192",106,2015,,,,,,,,"2,120,071,949",918,,,,,2022
83,CyberIAM*,UK,Cyber Security,"1,367.04",144.80,"387,161",8,2017,,,,,,,,"5,639,335",82,,,,,2022
84,Cbweed*,Italy,Personal & Household Goods,"1,328.57",142.64,"245,000",2,2017,,,,,,,,"3,500,000",17,,,,,2022
85,Catraport,Portugal,Automobiles,"1,306.55",141.39,"518,613",18,2015,,,,,,,,"7,294,549",46,,,,,2022
86,OUIHELP,France,Support Services,"1,304.85",141.29,"262,421",13,2016,,,,,,,,"3,686,617",106,,,,,2022
87,Inpay,Denmark,Fintech,"1,298.53",140.93,"1,702,000",33,2013,,,,,,,,"23,803,000",67,,,,,2022
88,M.G.I. Meccaniche Generali Irpine,Italy,Industrial Goods,"1,283.67",140.07,"188,680",4,2017,,,,,,,,"2,610,700",10,,,,,2022
89,Glencar Construction,UK,Construction,"1,269.90",139.27,"7,930,094",7,2016,,,,,,,,"107,860,442",80,,,,,2022
90,Qmee,UK,Technology,"1,268.04",139.17,"925,527",9,2010,,,,,,,,"12,571,314",23,,,,,2022
91,MyAppFree,Italy,Advertising,"1,264.72",138.97,"422,420",1,2015,,,,,,,,"5,764,870",10,,,,,2022
92,Investa Dienstleistungen,Germany,Support Services,"1,262.58",138.85,"159,707",8,2014,,,,,,,,"2,176,136",55,,,,,2022
93,Polarium Energy Solutions,Sweden,Batteries,"1,257.04",138.52,"5,581,858",19,2014,,,,,,,,"74,065,413",58,,,,,2022
94,Baroni Home,Italy,Ecommerce,"1,254.32",138.36,"113,072",4,2016,,,,,,,,"1,531,358",5,,,,,2022
95,Dayshape,UK,Technology,"1,251.43",138.19,"247,465",6,2013,,,,,,,,"3,320,479",45,,,,,2022
96,Marketers Company,Italy,Advertising,"1,249.94",138.11,"139,300",3,2016,,,,,,,,"1,880,460",8,,,,,2022
97,Easo Magno,Spain,Beauty,"1,242.47",137.67,"228,076",2,2017,,,,,,,,"3,061,854",5,,,,,2022
98,Greyfood,Germany,Retail,"1,241.42",137.60,"684,874",1,2016,,,,,,,,"9,187,050",10,,,,,2022
99,Misfits Health,UK,Food & Beverage,"1,234.31",137.18,"171,057",3,2016,,,,,,,,"2,266,155",9,,,,,2022
100,MeilleursBiens.com,France,Property,"1,225.70",136.67,"291,481",1,2010,,,,,,,,"3,864,176",5,,,,,2022
101,Fasanara Capital,UK,Financial Services,"1,216.25",136.11,"882,099",5,2011,,,,,,,,"11,527,860",36,,,,,2022
102,NtechLab,Cyprus,Technology,"1,214.76",136.02,"664,000",44,2015,,,,,,,,"8,730,000",122,,,,,2022
103,Babylino Sensitive,Italy,Personal & Household Goods,"1,211.43",135.82,"217,460",2,2016,,,,,,,,"2,851,840",5,,,,,2022
104,Fastned,The Netherlands,Technology,"1,198.37",135.03,"530,667",24,2012,,,,,,,,"6,890,000",54,,,,,2022
105,Oxray,Portugal,Health,"1,179.02",133.86,"427,339",2,2009,,,,,,,,"5,465,756",6,,,,,2022
106,ZEGA Invest,Germany,Property,"1,163.47",132.91,"299,598",3,2017,,,,,,,,"3,785,340",4,,,,,2022
107,Abylon Consulting,Hungary,Technology,"1,156.25",132.47,"159,128",2,2016,,,,,,,,"1,721,315",7,,,,,2022
108,Milrab,Norway,Ecommerce,"1,151.36",132.16,"6,753,191",20,2005,,,,,,,,"79,302,201",77,,,,,2022
109,Urbantz,Belgium,Technology,"1,150.62",132.12,"242,368",7,2015,,,,,,,,"3,031,099",55,,,,,2022
110,Tricas Construction,UK,Construction,"1,148.16",131.97,"1,281,462",6,2017,,,,,,,,"15,880,745",32,,,,,2022
111,Florence One,Italy,Technology,"1,137.06",131.28,"131,691",6,2017,,,,,,,,"1,629,099",10,,,,,2022
112,Ergotopia,Germany,Retail,"1,135.70",131.19,"620,283",8,2014,,,,,,,,"7,664,825",35,,,,,2022
113,Mcule.com Kft.,Hungary,Chemicals & Pharmaceuticals,"1,133.10",131.03,"252,713",5,2011,,,,,,,,"2,683,264",17,,,,,2022
114,Filo,Italy,Technology,"1,132.04",130.96,"815,690",9,2014,,,,,,,,"10,049,610",18,,,,,2022
115,Homepal,Italy,Property,"1,131.09",130.90,"130,290",4,2014,,,,,,,,"1,603,990",11,,,,,2022
116,Staffbase,Germany,Technology,"1,121.82",130.32,"2,201,178",55,2014,,,,,,,,"26,894,501",310,,,,,2022
117,ILON MATERIEL,France,Construction,"1,111.76",129.69,"207,327",2,2016,,,,,,,,"2,512,300",4,,,,,2022
118,Bio-marine,Ireland,Personal & Household Goods,"1,110.84",129.63,"133,200",7,2014,,,,,,,,"1,612,837",25,,,,,2022
119,ISODECO,France,Construction,"1,103.81",129.18,"241,411",2,2016,,,,,,,,"2,906,133",18,,,,,2022
120,Treedom,Italy,Support Services,"1,097.84",128.81,"560,150",18,2010,,,,,,,,"6,709,720",42,,,,,2022
121,Fenstermaxx24,Germany,Retail,"1,087.64",128.15,"712,855",3,2016,,,,,,,,"8,466,121",20,,,,,2022
122,Pohl & Söhne Gerüstbau,Germany,Construction,"1,075.04",127.34,"180,824",7,2017,,,,,,,,"2,124,763",31,,,,,2022
123,YSO CORP,France,Media,"1,073.57",127.25,"570,012",3,2013,,,,,,,,"6,689,503",13,,,,,2022
124,Gyada Cosmetics,Italy,Beauty,"1,072.49",127.18,"156,130",2,2017,,,,,,,,"1,830,610",10,,,,,2022
125,Privitar,UK,Technology,"1,068.59",126.93,"855,321",47,2014,,,,,,,,"9,923,965",190,,,,,2022
126,Delineate,UK,Technology,"1,065.09",126.70,"288,095",1,2015,,,,,,,,"3,332,661",25,,,,,2022
127,Spyrosoft,Poland,Technology,"1,061.67",126.48,"2,326,082",75,2016,,,,,,,,"24,721,755",563,,,,,2022
128,Bio Energy Solutions,Slovakia,Waste Management & Recycling,"1,057.21",126.19,"1,383,205",6,2014,,,,,,,,"16,006,537",37,,,,,2022
129,Increso,Italy,Management Consulting,"1,049.47",125.68,"281,000",2,2015,,,,,,,,"3,230,000",51,,,,,2022
130,LSG - Logistic & Service Group,Italy,Transport,"1,041.38",125.15,"777,410",1,2016,,,,,,,,"8,873,180",46,,,,,2022
131,Energihem,Sweden,Construction,"1,033.39",124.63,"2,527,006",19,2015,,,,,,,,"28,004,684",125,,,,,2022
132,Amity,UK,Technology,"1,019.79",123.72,"522,712",48,2012,,,,,,,,"5,743,440",164,,,,,2022
133,Goyago,Germany,Retail,"1,005.08",122.74,"337,525",4,2014,,,,,,,,"3,729,920",43,,,,,2022
134,LA REGIE DE PORTAGE SALARIAL,France,Support Services,"1,003.16",122.61,"692,440",23,2016,,,,,,,,"7,638,731",140,,,,,2022
135,Dall Energy,Denmark,Energy,991.29,121.81,"551,000",5,2007,,,,,,,,"6,013,000",15,,,,,2022
136,Appinio,Germany,Technology,988.35,121.61,"330,500",5,2014,,,,,,,,"3,597,000",44,,,,,2022
137,Pinsami,Italy,Food & Beverage,975.16,120.71,"455,000",14,2015,,,,,,,,"4,892,000",33,,,,,2022
138,AER TRADING,France,Retail,969.96,120.35,"1,643,572",1,2013,,,,,,,,"17,575,388",1,,,,,2022
139,VALUMEN,France,Support Services,968.54,120.26,"205,554",1,2014,,,,,,,,"2,196,424",4,,,,,2022
140,Follow,France,Advertising,964.02,119.95,"643,299",4,2016,,,,,,,,"6,844,818",14,,,,,2022
141,Darpdecade,Germany,Retail,954.24,119.27,"628,384",4,2016,,,,,,,,"6,624,660",173,,,,,2022
142,Bolt,Estonia,Technology,949.32,118.93,"21,098,843",399,2013,,,,,,,,"221,393,889",1798,,,,,2022
143,Kiteworldshop.com,Italy,Ecommerce,941.48,118.38,"160,539",2,2014,,,,,,,,"1,671,984",5,,,,,2022
144,Peter Kenkel,Germany,Retail,938.81,118.20,"2,131,000",10,2006,,,,,,,,"22,137,000",19,,,,,2022
145,Templafy,Denmark,Technology,937.64,118.11,"1,521,010",32,2014,,,,,,,,"15,486,451",292,,,,,2022
146,Comservice,Italy,Support Services,935.17,117.94,"194,780",17,2014,,,,,,,,"2,016,300",99,,,,,2022
147,Falcor Presse,Italy,Industrial Goods,927.28,117.38,"291,720",1,2017,,,,,,,,"2,996,770",5,,,,,2022
148,RoomRaccoon,The Netherlands,Technology,927.15,117.38,"167,000",8,2017,,,,,,,,"1,715,334",40,,,,,2022
149,Signaturit,Spain,Technology,921.07,116.95,"552,355",37,2013,,,,,,,,"5,639,953",95,,,,,2022
150,Modulr,UK,Fintech,914.74,116.50,"1,269,382",31,2015,,,,,,,,"12,789,098",191,,,,,2022
151,PROFISHOP,Germany,Ecommerce,909.37,116.11,"4,340,517",17,2012,,,,,,,,"43,812,068",63,,,,,2022
152,Floer,The Netherlands,Interiors,908.11,116.02,"249,975",2,2015,,,,,,,,"2,520,013",15,,,,,2022
153,Audiosalus,Italy,Retail,904.15,115.74,"156,300",4,2011,,,,,,,,"1,569,480",12,,,,,2022
154,StatsBomb,UK,Technology,897.81,115.29,"204,620",2,2016,,,,,,,,"2,027,170",26,,,,,2022
155,Theras Biocare,Italy,Pharmaceuticals,888.84,114.64,"2,693,390",2,2013,,,,,,,,"26,633,230",8,,,,,2022
156,Stenn,UK,Fintech,886.94,114.50,"3,058,141",32,2016,,,,,,,,"29,615,571",61,,,,,2022
157,Nanushka,Hungary,Fashion,884.55,114.33,"2,456,563",30,2012,,,,,,,,"20,825,934",180,,,,,2022
158,DPM - Deutsches Personal Management,Germany,Support Services,882.56,114.18,"230,800",10,2016,,,,,,,,"2,267,760",60,,,,,2022
159,Monese,UK,Fintech,880.00,114.00,"1,870,109",84,2013,,,,,,,,"18,196,451",243,,,,,2022
160,Arquimea,Spain,Technology,867.03,113.05,"7,450,099",40,2005,,,,,,,,"72,044,361",288,,,,,2022
161,Groupe PERSPECTIVE,France,Education,866.15,112.98,"280,390",4,2013,,,,,,,,"2,709,000",18,,,,,2022
162,Funnel,Sweden,Technology,866.06,112.98,"1,217,338",37,2014,,,,,,,,"11,499,031",155,,,,,2022
163,Living Quarter,Germany,Health,847.68,111.62,"529,371",5,2015,,,,,,,,"5,016,731",49,,,,,2022
164,Svea Solar,Sweden,Energy,842.47,111.23,"7,177,912",38,2013,,,,,,,,"66,146,911",287,,,,,2022
165,Bevcraft Group,Ireland,Food & Beverage,842.21,111.21,"429,505",6,2016,,,,,,,,"4,046,859",16,,,,,2022
166,Learning Technologies Group,UK,Technology,834.19,110.61,"2,096,570",767,2013,,,,,,,,"19,446,429",932,,,,,2022
167,Cura Farma,Italy,Health,825.58,109.96,"479,290",2,2014,,,,,,,,"4,436,220",9,,,,,2022
168,Kamado Bono,Lithuania,Personal & Household Goods,824.45,109.88,"735,758",2,2013,,,,,,,,"6,801,734",7,,,,,2022
169,SIPADAN,Spain,Management Consulting,823.89,109.83,"374,200",3,2007,,,,,,,,"3,457,203",47,,,,,2022
170,Dateio,Czech Republic,Fintech,812.34,108.95,"530,785",18,2013,,,,,,,,"4,710,733",45,,,,,2022
171,CREST Investment,Germany,Property,811.16,108.86,"533,144",4,2016,,,,,,,,"4,857,817",16,,,,,2022
172,Componenti Digitali,Italy,Retail,808.60,108.67,"308,810",2,2017,,,,,,,,"2,805,850",19,,,,,2022
173,IMMO-KONZEPTE,Germany,Property,797.40,107.81,"252,871",3,2006,,,,,,,,"2,269,276",6,,,,,2022
174,SwipBox,Denmark,Technology,792.08,107.40,"1,052,796",3,2014,,,,,,,,"9,391,760",41,,,,,2022
175,Nextory,Sweden,Media,790.71,107.29,"3,046,667",9,2015,,,,,,,,"26,534,087",85,,,,,2022
176,ITDS Polska,Poland,Technology,789.96,107.23,"1,057,443",32,2016,,,,,,,,"8,609,941",176,,,,,2022
177,Savait,Italy,Ecommerce,787.93,107.07,"237,410",4,2015,,,,,,,,"2,108,040",5,,,,,2022
178,Adpone,Spain,Advertising,786.15,106.94,"1,255,372",3,2015,,,,,,,,"11,124,512",18,,,,,2022
179,Nord Security,Lithuania,Cyber Security,785.05,106.85,"18,035,029",350,2012,,,,,,,,"156,623,915",1000,,,,,2022
180,Mews,The Netherlands,Technology,784.47,106.81,"2,531,000",25,2012,,,,,,,,"22,386,000",226,,,,,2022
181,Titulae,Spain,Education,783.80,106.75,"551,128",9,2015,,,,,,,,"4,870,863",35,,,,,2022
182,systeme.io,Ireland,Ecommerce,780.26,106.48,"273,552",5,2016,,,,,,,,"2,407,982",40,,,,,2022
183,EODH SA,Greece,Aerospace & Defence,765.91,105.35,"299,988",20,2003,,,,,,,,"2,597,612",30,,,,,2022
184,Multix solutions,Italy,Health,764.38,105.23,"1,340,430",2,2015,,,,,,,,"11,586,460",5,,,,,2022
185,B2DIGIT,France,Technology,763.88,105.19,"228,982",2,2016,,,,,,,,"1,978,128",12,,,,,2022
186,A Million Ads,UK,Advertising,761.93,105.03,"570,564",5,2015,,,,,,,,"4,882,837",47,,,,,2022
187,WoodWatch,The Netherlands,Retail,758.51,104.76,"651,170",5,2013,,,,,,,,"5,590,390",25,,,,,2022
188,Fenêtres du Doubs,France,Construction,753.42,104.36,"262,280",3,2010,,,,,,,,"2,238,347",12,,,,,2022
189,Koesea,Germany,Construction,750.00,104.08,"400,000",3,2016,,,,,,,,"3,400,000",65,,,,,2022
190,Podium Advanced Technologies,Italy,Automobiles,744.97,103.68,"2,133,310",14,2011,,,,,,,,"18,025,740",38,,,,,2022
191,SPEGRA,Croatia,Construction,744.07,103.61,"2,025,879",109,2010,,,,,,,,"17,059,791",166,,,,,2022
192,GPAINNOVA,Spain,Industrial Goods,739.66,103.25,"1,815,680",18,2013,,,,,,,,"15,245,617",117,,,,,2022
193,Soluzione Tasse,Italy,Management Consulting,736.20,102.97,"2,264,940",4,2016,,,,,,,,"18,939,430",23,,,,,2022
194,Velocultour,Germany,Retail,731.33,102.58,"295,731",2,2016,,,,,,,,"2,458,500",15,,,,,2022
195,butorpiac.hu,Hungary,Ecommerce,731.00,102.55,"305,268",2,2011,,,,,,,,"2,184,336",7,,,,,2022
196,Success Solutions,Czech Republic,Technology,727.39,102.26,"327,218",8,2016,,,,,,,,"2,633,664",44,,,,,2022
197,Bug Bite Thing Europe,Denmark,Health,722.29,101.84,"191,679",1,1989,,,,,,,,"1,577,878",1,,,,,2022
198,Dexatel,Estonia,Technology,721.49,101.78,"1,349,733",4,2015,,,,,,,,"11,087,980",24,,,,,2022
199,Gemco,Italy,Construction,718.65,101.54,"481,510",1,2015,,,,,,,,"3,941,900",6,,,,,2022
200,Lyonnaise de Construction et Renovation,France,Construction,717.46,101.44,"812,371",n/a,2015,,,,,,,,"6,640,842",n/a,,,,,2022
201,Gousto,UK,Food & Beverage,713.62,101.13,"26,112,757",204,2012,,,,,,,,"210,945,370",702,,,,,2022
202,Winter in Venice,UK,Beauty,710.72,100.89,"1,575,522",4,2010,,,,,,,,"12,682,062",6,,,,,2022
203,Infratech Bau,Germany,Construction,710.04,100.83,"7,415,334",18,2007,,,,,,,,"60,067,088",72,,,,,2022
204,4Streets Building Innovation Tunnels Bridges Roads,Italy,Construction,708.86,100.74,"833,230",3,2016,,,,,,,,"6,739,630",46,,,,,2022
205,Landbay,UK,Fintech,708.18,100.68,"1,119,178",31,2013,,,,,,,,"8,980,496",95,,,,,2022
206,Degoo,Sweden,Technology,708.03,100.67,"249,818",3,2012,,,,,,,,"1,973,775",18,,,,,2022
207,Franco Fresco,Germany,Food & Beverage,707.67,100.64,"6,280,267",52,2016,,,,,,,,"50,723,858",320,,,,,2022
208,Lendable,UK,Fintech,707.63,100.63,"5,026,349",25,2014,,,,,,,,"40,305,193",84,,,,,2022
209,Ulrich Müller Wealth Academy,Germany,Education,698.59,99.88,"440,369",2,2014,,,,,,,,"3,516,744",6,,,,,2022
210,cerascreen,Germany,Health,698.46,99.87,"1,315,000",19,2012,,,,,,,,"10,499,782",84,,,,,2022
211,Eqinov,France,Energy,696.48,99.71,"8,811,708",24,2011,,,,,,,,"70,183,744",43,,,,,2022
212,Serre Famiglia Pederiva Viticoltori dal 1958,Italy,Food & Beverage,695.08,99.59,"1,134,730",7,1996,,,,,,,,"9,022,020",12,,,,,2022
213,Bloom & Wild,UK,Ecommerce,693.19,99.43,"19,757,296",68,2013,,,,,,,,"155,595,726",170,,,,,2022
214,Bräutigam,Germany,Automobiles,693.15,99.43,"796,207",9,2016,,,,,,,,"6,315,124",29,,,,,2022
215,Newil & Bau,Finland,Construction,693.05,99.42,"2,448,858",1,2006,,,,,,,,"19,420,672",7,,,,,2022
216,ID Finance,Spain,Fintech,687.67,98.97,"13,157,000",271,2015,,,,,,,,"103,634,000",411,,,,,2022
217,Kry,Sweden,Health,683.39,98.61,"10,152,222",74,2014,,,,,,,,"77,764,611",600,,,,,2022
218,Sixth Sense,Italy,Technology,682.63,98.54,"500,440",4,2015,,,,,,,,"3,916,570",25,,,,,2022
219,Nethive,Italy,Cyber Security,681.63,98.46,"506,730",7,2014,,,,,,,,"3,960,770",19,,,,,2022
220,Latitude Investment Management,UK,Financial Services,680.23,98.34,"225,964",3,2016,,,,,,,,"1,750,466",8,,,,,2022
221,Qred,Sweden,Fintech,679.70,98.29,"3,989,355",10,2015,,,,,,,,"30,414,122",68,,,,,2022
222,oculavis,Germany,Technology,678.11,98.16,"504,357",15,2016,,,,,,,,"3,924,472",55,,,,,2022
223,The Information Lab,Italy,Technology,675.86,97.97,"548,180",5,2015,,,,,,,,"4,253,110",30,,,,,2022
224,MD Sonnenschutztechnik,Germany,Construction,675.34,97.92,"524,750",6,2015,,,,,,,,"4,068,621",10,,,,,2022
225,Syntio,Croatia,Technology,673.74,97.79,"274,966",7,2017,,,,,,,,"2,127,532",43,,,,,2022
226,Bomae,Denmark,Financial Services,673.44,97.76,"214,713",3,2016,,,,,,,,"1,662,487",13,,,,,2022
227,Gophr,UK,Technology,665.31,97.07,"755,191",6,2014,,,,,,,,"5,738,336",18,,,,,2022
228,Memory PC,Germany,Retail,662.76,96.85,"7,522,000",20,2012,,,,,,,,"57,375,000",110,,,,,2022
229,Sollis Solargroßhandel,Germany,Retail,661.92,96.77,"1,556,607",2,2017,,,,,,,,"11,860,100",6,,,,,2022
230,Spotawheel,Greece,Automobiles,660.16,96.62,"2,058,315",37,2015,,,,,,,,"15,646,588",123,,,,,2022
231,Ooni Pizza Ovens,UK,Personal & Household Goods,656.17,96.28,"8,508,398",18,2012,,,,,,,,"63,879,414",83,,,,,2022
232,Robovox Distributions,Germany,Retail,655.91,96.26,"2,570,000",10,2015,,,,,,,,"19,427,000",35,,,,,2022
233,CentralNic Group,UK,Technology,655.01,96.18,"26,626,422",92,2000,,,,,,,,"197,260,279",650,,,,,2022
234,Bernd Andert Transporte,Germany,Transport,651.57,95.88,"546,226",16,2003,,,,,,,,"4,105,262",83,,,,,2022
235,Bluewater Bio,UK,Technology,651.07,95.84,"2,708,983",16,2007,,,,,,,,"20,201,424",18,,,,,2022
236,Tecma Solutions,Italy,Technology,650.65,95.80,"975,140",25,2012,,,,,,,,"7,319,870",107,,,,,2022
237,Delante,Poland,Sales & Marketing,645.92,95.39,"316,525",21,2015,,,,,,,,"2,160,094",48,,,,,2022
238,intumind,Germany,Health,641.45,95.00,"884,885",8,2015,,,,,,,,"6,560,962",15,,,,,2022
239,Saljol,Germany,Health,640.72,94.93,"559,778",10,2016,,,,,,,,"4,146,403",15,,,,,2022
240,TKD Solutions,Germany,Telecoms,639.39,94.82,"2,146,950",9,2014,,,,,,,,"15,874,245",20,,,,,2022
241,Kuori,Finland,Technology,635.85,94.50,"340,000",5,2016,,,,,,,,"2,501,902",15,,,,,2022
242,Ferroamp,Sweden,Energy,635.77,94.50,"1,062,649",21,2010,,,,,,,,"7,645,003",42,,,,,2022
243,Valor Real Estate Partners,UK,Financial Services,634.70,94.40,"621,636",6,2016,,,,,,,,"4,534,588",23,,,,,2022
244,Anexiti,France,Technology,633.03,94.26,"350,019",2,2013,,,,,,,,"2,565,735",14,,,,,2022
245,GENIUS,France,Support Services,631.54,94.12,"330,522",6,2017,,,,,,,,"2,417,902",23,,,,,2022
246,Instilla,Italy,Advertising,629.15,93.91,"410,520",3,2015,,,,,,,,"2,993,310",31,,,,,2022
247,FOOTDISTRICT,Spain,Ecommerce,628.49,93.85,"2,051,133",12,2012,,,,,,,,"14,942,262",60,,,,,2022
248,Spiideo,Sweden,Technology,627.38,93.76,"674,805",12,2012,,,,,,,,"4,799,358",36,,,,,2022
249,ContractPodAi,UK,Technology,626.96,93.72,"670,685",14,2012,,,,,,,,"4,875,622",118,,,,,2022
250,Tarhan Bauausführungen,Germany,Construction,625.88,93.62,"255,000",5,2017,,,,,,,,"1,851,000",15,,,,,2022
251,Matillion,UK,Technology,624.36,93.49,"3,417,815",44,2010,,,,,,,,"24,580,709",218,,,,,2022
252,Extra Mile Live Service,Germany,Retail,623.62,93.42,"364,485",2,2017,,,,,,,,"2,637,501",5,,,,,2022
253,LITTLEBIG CONNECTION,France,Support Services,612.55,92.43,"15,653,388",17,2013,,,,,,,,"111,538,883",173,,,,,2022
254,SPC General Service,Italy,Construction,611.08,92.30,"954,700",15,2011,,,,,,,,"6,788,660",50,,,,,2022
255,jobandtalent,Spain,Technology,608.12,92.03,"49,833,511",156,2008,,,,,,,,"352,879,165",801,,,,,2022
256,Financial House,UK,Fintech,608.11,92.03,"2,669,247",14,2016,,,,,,,,"18,766,625",20,,,,,2022
257,MyLead,Poland,Sales & Marketing,607.97,92.02,"309,471",8,2013,,,,,,,,"2,004,501",42,,,,,2022
258,Mia-Platform,Italy,Technology,605.35,91.78,"923,730",15,2016,,,,,,,,"6,515,510",74,,,,,2022
259,Tecnimed,Italy,Health,604.94,91.74,"1,354,980",20,1976,,,,,,,,"9,551,790",32,,,,,2022
260,Longevity Partners,UK,Retail,601.43,91.42,"335,460",5,2015,,,,,,,,"2,336,243",22,,,,,2022
261,NexumStp,Italy,Management Consulting,601.37,91.42,"3,659,630",56,2015,,,,,,,,"25,667,400",345,,,,,2022
262,G-ON,France,Support Services,598.10,91.12,"259,342",3,2016,,,,,,,,"1,810,459",16,,,,,2022
263,Picnic,UK,Advertising,590.77,90.45,"219,999",3,2016,,,,,,,,"1,508,869",10,,,,,2022
264,Egomnia,Italy,Technology,586.95,90.10,"276,750",2,2012,,,,,,,,"1,901,140",36,,,,,2022
265,LoyaltyLion,UK,Technology,586.89,90.09,"657,382",10,2012,,,,,,,,"4,483,296",40,,,,,2022
266,reMarkable,Norway,Technology,581.48,89.59,"18,106,514",22,2016,,,,,,,,"115,793,390",142,,,,,2022
267,Kubrick,UK,Management Consulting,580.10,89.46,"4,829,922",119,2016,,,,,,,,"32,614,354",673,,,,,2022
268,Contrader,Italy,Technology,579.81,89.44,"688,860",7,2012,,,,,,,,"4,682,960",35,,,,,2022
269,SAMONT,Germany,Industrial Goods,579.56,89.41,"2,880,891",39,2008,,,,,,,,"19,577,339",89,,,,,2022
270,Sirive,Italy,Construction,578.64,89.33,"667,170",1,2017,,,,,,,,"4,527,690",5,,,,,2022
271,Multienergia Verde,Spain,Energy,576.76,89.15,"21,640,253",10,2014,,,,,,,,"146,453,604",15,,,,,2022
